image_id,ann_id,bbox_iou,reasoning_fail,reasoning_len_chars,reasoning_len_words,pred_bboxes_count
112_21002,21002,0.000000,0,437,77,4
1180_26094,26094,0.436018,0,651,104,4
48_2437,2437,0.000000,0,483,87,4
4575_16644,16644,0.215772,0,659,112,4
4257_15809,15809,0.872204,0,532,87,4
4011_15269,15269,0.029051,0,406,71,4
839_24089,24089,0.956080,0,719,130,4
855_24235,24235,0.069416,0,504,87,4
3885_15027,15027,0.000000,0,432,76,4
2733_12990,12990,0.801583,0,657,116,4
2427_12504,12504,0.863898,0,640,116,4
774_23638,23638,0.000000,1,0,0,0
710_23068,23068,0.766381,0,590,98,4
1544_27313,27313,0.098549,0,638,106,4
192_21757,21757,0.068247,0,425,78,4
56_2502,2502,0.000000,0,589,106,4
2841_13188,13188,0.962535,0,671,111,4
1323_1385,1385,0.385303,0,472,84,4
847_24173,24173,0.032013,0,532,87,4
136_21216,21216,0.000000,0,412,70,4
726_23225,23225,0.552293,0,649,105,4
1155_11,11,0.978158,0,376,65,4
3111_13568,13568,0.156315,0,454,80,4
1100_25399,25399,0.151539,0,524,90,4
1212_26403,26403,0.000000,0,744,125,4
678_22825,22825,0.000000,0,554,94,4
1560_27413,27413,0.000000,0,418,75,4
1401_1546,1546,0.917870,0,515,91,4
1703_27584,27584,0.000000,0,577,97,4
2319_12280,12280,0.981712,0,725,128,4
8_269,269,0.000000,0,460,78,4
4059_15385,15385,0.858338,0,578,96,4
1815_11219,11219,0.743188,0,773,131,4
2451_12544,12544,0.978261,0,325,59,4
3141_13641,13641,0.741823,0,507,92,4
128_21161,21161,0.000000,0,578,103,4
4053_15373,15373,0.986159,0,446,82,4
3915_15101,15101,0.000000,0,600,108,4
1983_11576,11576,0.000000,0,561,96,4
3321_13907,13907,0.915884,0,491,90,4
1617_1875,1875,0.770270,0,441,74,4
2169_11948,11948,0.983831,0,608,104,4
1228_26540,26540,0.203561,0,468,80,4
1180_26098,26098,0.000000,1,0,0,0
2211_12029,12029,0.971286,0,626,100,4
1827_11243,11243,0.645876,0,653,119,4
887_24478,24478,0.031711,0,523,87,4
879_24413,24413,0.000000,0,525,92,4
1311_1354,1354,0.714193,0,659,106,4
4701_16879,16879,0.883784,0,574,95,4
3615_14468,14468,0.711343,0,677,118,4
479_22084,22084,0.429618,0,461,79,4
184_21660,21660,0.000000,0,429,74,4
1164_25956,25956,0.440307,0,566,100,4
1172_26030,26030,0.247460,0,546,91,4
1173_153,153,0.000000,1,0,0,0
1839_11266,11266,0.916121,0,551,86,4
4185_15664,15664,0.961154,0,613,106,4
2469_12571,12571,0.752515,0,532,95,4
4155_15594,15594,0.858608,0,471,85,4
3147_13653,13653,0.955216,0,803,133,4
3153_13665,13665,0.249727,0,416,74,4
1504_26934,26934,0.199243,0,397,71,4
3795_14819,14819,0.919858,0,527,90,4
1179_170,170,0.797925,0,482,79,4
2355_12362,12362,0.863553,0,394,70,4
1185_182,182,0.225252,0,543,97,4
4395_16103,16103,0.000000,0,531,95,4
1060_25017,25017,0.000000,0,508,86,4
4539_16543,16543,0.000000,0,453,81,4
2769_13055,13055,0.108427,0,364,68,4
1044_24894,24894,0.701001,0,519,92,4
527_22532,22532,0.000000,1,0,0,0
1735_27884,27884,0.091651,0,469,81,4
136_21220,21220,0.127818,0,366,65,4
2037_11678,11678,0.884615,0,404,71,4
1148_25800,25800,0.000000,0,614,97,4
1148_25796,25796,0.925157,0,503,84,4
495_22212,22212,0.017928,0,571,95,4
128_21165,21165,0.033018,0,547,94,4
4503_16442,16442,0.973575,0,603,99,4
4041_15349,15349,0.919250,0,446,82,4
3441_14131,14131,0.899886,0,529,86,4
3255_13821,13821,0.885160,0,460,79,4
4413_16168,16168,0.000000,1,0,0,0
112_2994,2994,0.000000,0,563,94,4
48_2435,2435,0.588354,0,493,78,4
1116_25554,25554,0.000000,0,577,95,4
1536_27252,27252,0.247602,0,609,108,4
1311_1356,1356,0.000000,1,0,0,0
64_2566,2566,0.940211,0,461,75,4
750_23480,23480,0.088262,0,401,67,4
2817_13146,13146,0.907269,0,573,107,4
1735_27886,27886,0.055833,0,451,75,4
1233_1183,1183,0.898269,0,654,107,4
3531_14311,14311,0.000000,1,0,0,0
1052_24955,24955,0.072271,0,539,89,4
16_2150,2150,0.044716,0,574,96,4
3171_13701,13701,0.000000,0,630,106,4
2775_13067,13067,0.864626,0,638,112,4
2379_12410,12410,0.892857,0,473,85,4
1581_1823,1823,0.000000,0,1064,191,4
1239_1202,1202,0.937079,0,508,84,4
1191_194,194,0.096433,0,527,94,4
152_21374,21374,0.084035,0,654,111,4
2199_12004,12004,0.956335,0,399,69,4
24_2210,2210,0.000000,0,673,114,4
48_2441,2441,0.055057,0,569,97,4
1028_24690,24690,0.845901,0,602,102,4
2343_12331,12331,0.043305,0,611,93,4
1188_26189,26189,0.000000,0,534,91,4
1480_26729,26729,0.431373,0,565,99,4
1797_11185,11185,0.959777,0,562,96,4
120_21092,21092,0.000000,0,477,83,4
1869_11325,11325,0.774771,0,935,149,4
2235_12076,12076,0.000000,0,853,143,4
2973_13340,13340,0.782739,0,481,83,4
1036_24797,24797,0.000000,0,556,93,4
2079_11760,11760,0.674119,0,524,85,4
1833_11255,11255,0.000000,1,0,0,0
1727_27803,27803,0.000000,0,534,86,4
2025_11653,11653,0.815718,0,448,80,4
4455_16303,16303,0.185048,0,980,171,4
3981_15210,15210,0.915301,0,439,79,4
2301_12243,12243,0.972727,0,429,73,4
503_22293,22293,0.293608,0,584,101,4
1520_27079,27079,0.000000,0,458,80,4
3189_13734,13734,0.000000,1,0,0,0
128_21163,21163,0.000000,0,547,94,4
40_2347,2347,0.000000,0,467,73,4
4407_16144,16144,0.941558,0,588,102,4
871_24350,24350,0.000000,0,595,101,4
887_24482,24482,0.255127,0,422,78,4
96_2872,2872,0.073716,0,416,69,4
1551_1782,1782,0.000000,1,0,0,0
463_21948,21948,0.000778,0,625,104,4
1593_1848,1848,0.000000,0,654,107,4
2409_12468,12468,0.000000,0,522,89,4
1204_26331,26331,0.014235,0,1066,181,4
1196_26270,26270,0.077478,0,462,76,4
96_2874,2874,0.078728,0,416,69,4
4485_16386,16386,0.000000,0,653,113,4
686_22888,22888,0.626886,0,557,91,4
4107_15492,15492,0.660317,0,508,85,4
40_2345,2345,0.000000,0,547,92,4
2541_12664,12664,0.934783,0,931,151,4
2235_12074,12074,0.973004,0,480,83,4
2205_12016,12016,0.975345,0,572,97,4
2097_11796,11796,0.000000,1,0,0,0
4215_15726,15726,0.460879,0,471,76,4
2679_12864,12864,0.975423,0,431,78,4
176_21580,21580,0.409833,0,419,71,4
1552_27361,27361,0.062299,0,600,105,4
4389_16083,16083,0.757798,0,483,86,4
1353_1454,1454,0.937167,0,430,77,4
3963_15178,15178,0.864994,0,635,112,4
32_2275,2275,0.063600,0,502,89,4
4617_16736,16736,0.077315,0,468,87,4
1431_1624,1624,0.000000,0,473,82,4
766_23571,23571,0.017408,0,520,88,4
2745_13014,13014,0.961155,0,505,86,4
702_23010,23010,0.035935,0,570,96,4
4287_15874,15874,0.913828,0,460,81,4
823_23956,23956,0.039174,0,527,84,4
1512_27002,27002,0.078519,0,458,80,4
3663_14577,14577,0.598930,0,678,116,4
1293_1313,1313,0.125419,0,468,79,4
3681_14611,14611,0.001012,0,557,108,4
2907_13256,13256,0.906355,0,392,65,4
686_22890,22890,0.000000,0,1039,192,4
887_24474,24474,0.229528,0,537,91,4
4557_16591,16591,0.947648,0,537,95,4
200_21815,21815,0.153615,0,559,96,4
3237_13805,13805,0.530984,0,477,88,4
3009_13392,13392,0.982376,0,633,113,4
1959_11519,11519,0.000000,0,656,107,4
2115_11830,11830,0.988034,0,670,123,4
1711_27663,27663,0.058340,0,480,79,4
2937_13305,13305,0.886025,0,589,103,4
1735_27880,27880,0.872743,0,451,75,4
1028_24698,24698,0.000000,0,654,117,4
3483_14215,14215,0.000000,0,432,76,4
463_21938,21938,0.000000,0,545,90,4
56_2500,2500,0.000000,0,738,121,4
16_2142,2142,0.000000,0,454,78,4
4395_16105,16105,0.000000,0,571,98,4
718_23166,23166,0.204263,0,416,70,4
3213_13769,13769,0.009901,0,498,85,4
702_23008,23008,0.000000,0,423,69,4
1719_27737,27737,0.275069,0,492,90,4
1036_24795,24795,0.000000,0,612,105,4
3879_15015,15015,0.980272,0,577,99,4
1851_11290,11290,0.521886,0,639,108,4
3891_15043,15043,0.962801,0,537,87,4
0_20,20,0.170626,0,524,98,4
176_21578,21578,0.154098,0,785,139,4
4449_16286,16286,0.781041,0,664,108,4
831_24013,24013,0.000000,0,405,70,4
4275_15844,15844,0.000000,0,546,94,4
168_21516,21516,0.000000,0,596,96,4
1899_11405,11405,0.888325,0,634,104,4
4695_16871,16871,0.000000,1,0,0,0
1488_26800,26800,0.071172,0,577,96,4
88_2793,2793,0.820596,0,577,97,4
96_2868,2868,0.387362,0,465,82,4
3561_14370,14370,0.792456,0,547,95,4
1791_11173,11173,0.764943,0,520,93,4
1536_27254,27254,0.000000,0,465,79,4
4401_16125,16125,0.872122,0,478,82,4
3471_14190,14190,0.840659,0,626,113,4
3075_13496,13496,0.909396,0,524,85,4
2289_12220,12220,0.000000,0,489,85,4
40_2353,2353,0.000000,0,706,117,4
2067_11737,11737,0.985616,0,495,83,4
104_2942,2942,0.000000,0,415,70,4
3921_15113,15113,0.421053,0,459,81,4
24_2204,2204,0.988140,0,847,145,4
2709_12926,12926,0.000000,0,601,103,4
2073_11748,11748,0.973700,0,607,109,4
3909_15090,15090,0.062931,0,449,78,4
519_22436,22436,0.099982,0,513,86,4
2127_11857,11857,0.764777,0,804,123,4
1544_27311,27311,0.000000,0,638,110,4
3465_14179,14179,0.960032,0,493,89,4
3135_13632,13632,0.000000,1,0,0,0
1156_25885,25885,0.120552,0,401,73,4
4251_15797,15797,0.975507,0,550,91,4
3771_14785,14785,0.000000,0,549,96,4
3795_14817,14817,0.946415,0,419,75,4
3639_14514,14514,0.839912,0,423,69,4
1389_1522,1522,0.937181,0,469,83,4
4077_15419,15419,0.905457,0,559,95,4
3057_13460,13460,0.815461,0,547,96,4
1520_27075,27075,0.000000,0,675,117,4
1575_1815,1815,0.844146,0,388,65,4
168_21514,21514,0.699231,0,557,91,4
40_2343,2343,0.209022,0,522,87,4
519_22444,22444,0.167497,0,782,126,4
1528_27169,27169,0.100521,0,546,92,4
3195_13746,13746,0.910538,0,908,169,4
2697_12900,12900,0.966262,0,775,132,4
1727_27805,27805,0.000000,0,534,86,4
1509_1722,1722,0.522603,0,638,112,4
1845_11278,11278,0.885790,0,814,150,4
742_23395,23395,0.089519,0,538,92,4
3267_13833,13833,0.976003,0,549,97,4
3651_14542,14542,0.718266,0,749,129,4
2505_12613,12613,0.918238,0,646,109,4
4035_15336,15336,0.110705,0,290,53,4
463_21942,21942,0.000000,0,570,97,4
1036_24799,24799,0.000000,0,556,93,4
3417_14083,14083,0.747995,0,392,74,4
1092_25310,25310,0.053896,0,514,85,4
1212_26407,26407,0.000000,0,547,97,4
4443_16267,16267,0.067755,0,402,71,4
32_2271,2271,0.000000,0,391,70,4
1180_26096,26096,0.089662,0,651,104,4
3699_14659,14659,0.976449,0,544,93,4
750_23488,23488,0.000000,0,701,117,4
3837_14931,14931,0.944318,0,454,79,4
88_2799,2799,0.162093,0,521,89,4
2175_11960,11960,0.852995,0,799,136,4
3903_15078,15078,0.055922,0,561,99,4
4593_16690,16690,0.960169,0,776,136,4
80_2729,2729,0.212566,0,412,70,4
718_23158,23158,0.670916,0,574,95,4
2253_12129,12129,0.051418,0,475,84,4
702_23004,23004,0.000000,0,651,108,4
479_22086,22086,0.195009,0,404,68,4
4407_16146,16146,0.001105,0,489,89,4
4713_16900,16900,0.000000,1,0,0,0
823_23952,23952,0.547415,0,395,69,4
1923_11450,11450,0.000000,0,286,52,4
160_21449,21449,0.039193,0,552,90,4
1204_26327,26327,0.886151,0,560,95,4
3567_14382,14382,0.758997,0,540,95,4
152_21376,21376,0.667440,0,523,92,4
734_23305,23305,0.038777,0,531,87,4
3939_15146,15146,0.000000,0,516,94,4
1437_1632,1632,0.979523,0,804,142,4
2661_12828,12828,0.044499,0,453,81,4
1028_24696,24696,0.000000,1,0,0,0
2259_12142,12142,0.971171,0,551,89,4
3489_14234,14234,0.000000,0,520,84,4
80_2733,2733,0.043510,0,516,89,4
1773_11125,11125,0.000000,0,628,102,4
3579_14406,14406,0.000000,0,408,74,4
895_24544,24544,0.000000,1,0,0,0
814_23900,23900,0.323999,0,524,91,4
1060_25015,25015,0.000000,0,508,86,4
1124_25628,25628,0.568860,0,488,80,4
2835_13178,13178,0.792741,0,424,71,4
4329_15967,15967,0.092531,0,583,105,4
495_22218,22218,0.142956,0,478,79,4
1060_25011,25011,0.960780,0,621,105,4
1347_1438,1438,0.076590,0,564,102,4
1173_155,155,0.776381,0,434,74,4
1527_1758,1758,0.105486,0,972,186,4
4179_15645,15645,0.000000,0,434,74,4
1711_27671,27671,0.000000,0,504,87,4
96_2876,2876,0.000000,1,0,0,0
1076_25169,25169,0.000000,0,499,85,4
2367_12386,12386,0.049271,0,716,126,4
710_23072,23072,0.000000,0,486,85,4
1520_27077,27077,0.025606,0,458,80,4
1461_1664,1664,0.501336,0,494,84,4
1911_11428,11428,0.725349,0,498,84,4
734_23299,23299,0.000000,0,933,163,4
1419_1599,1599,0.000000,1,0,0,0
855_24231,24231,0.000000,0,504,87,4
40_2351,2351,0.000000,0,522,87,4
2373_12398,12398,0.883819,0,410,75,4
734_23297,23297,0.000000,0,914,157,4
4677_16841,16841,0.000000,0,516,84,4
2223_12055,12055,0.479280,0,501,85,4
3435_14119,14119,0.953483,0,719,113,4
750_23482,23482,0.450164,0,418,72,4
184_21658,21658,0.044643,0,485,80,4
1472_26666,26666,0.000000,1,0,0,0
2961_13328,13328,0.716314,0,534,91,4
4137_15558,15558,0.735221,0,303,53,4
3123_13603,13603,0.000000,0,560,94,4
1863_11314,11314,0.000000,1,0,0,0
1735_27882,27882,0.000000,0,561,102,4
2217_12043,12043,0.935393,0,573,100,4
4371_16048,16048,0.660962,0,523,92,4
4671_16826,16826,0.000000,0,599,97,4
3705_14671,14671,0.000000,0,546,99,4
3951_15169,15169,0.019144,0,583,105,4
176_21584,21584,0.000000,0,512,84,4
1472_26662,26662,0.000000,1,0,0,0
471_22010,22010,0.026658,0,1270,230,4
1703_27592,27592,0.000000,0,394,68,4
208_21880,21880,0.053810,0,668,112,4
863_24291,24291,0.009676,0,516,88,4
1228_26532,26532,0.117263,0,744,128,4
1689_1960,1960,0.572923,0,653,113,4
1196_26264,26264,0.000000,0,653,106,4
2637_12766,12766,0.289702,0,477,85,4
2181_11971,11971,0.000000,0,499,85,4
1464_26597,26597,0.000000,0,545,92,4
686_22894,22894,0.161600,0,564,95,4
527_22530,22530,0.000000,1,0,0,0
1263_1253,1253,0.337767,0,477,84,4
463_21946,21946,0.000000,0,458,80,4
40_2349,2349,0.066099,0,560,93,4
1188_26183,26183,0.333374,0,461,78,4
847_24165,24165,0.000000,1,0,0,0
1779_11144,11144,0.000000,0,438,77,4
3495_14251,14251,0.811709,0,492,88,4
1711_27669,27669,0.000000,0,630,101,4
4095_15455,15455,0.862454,0,903,159,4
1647_1908,1908,0.898640,0,472,82,4
4353_16012,16012,0.641416,0,362,61,4
551_22699,22699,0.048505,0,443,79,4
1156_25881,25881,0.343073,0,496,84,4
1269_1265,1265,0.594872,0,397,70,4
4527_16507,16507,0.868012,0,464,81,4
176_21576,21576,0.000000,0,357,60,4
831_24017,24017,0.000000,0,504,93,4
2061_11725,11725,0.986074,0,504,85,4
503_22289,22289,0.009841,0,413,70,4
3627_14492,14492,0.000000,1,0,0,0
3831_14919,14919,0.175141,0,496,90,4
1719_27729,27729,0.676086,0,492,90,4
40_2341,2341,0.436490,0,581,97,4
120_21094,21094,0.000000,1,0,0,0
2265_12154,12154,0.930854,0,491,81,4
551_22701,22701,0.000000,1,0,0,0
551_22707,22707,0.000000,1,0,0,0
120_21086,21086,0.000000,0,588,101,4
1881_11354,11354,0.689360,0,446,74,4
782_23693,23693,0.015585,0,586,100,4
1512_26998,26998,0.000526,0,458,80,4
1761_11097,11097,0.924951,0,478,84,4
168_21518,21518,0.000000,0,541,97,4
184_21662,21662,0.001798,0,447,79,4
4017_15286,15286,0.785225,0,278,50,4
1092_25306,25306,0.000000,1,0,0,0
1305_1337,1337,0.986523,0,471,82,4
734_23301,23301,0.000000,0,655,110,4
855_24229,24229,0.000000,0,504,87,4
3513_14286,14286,0.880655,0,495,92,4
3525_14299,14299,0.862766,0,1103,186,4
559_22769,22769,0.119625,0,459,79,4
1520_27071,27071,0.665167,0,511,84,4
2163_11936,11936,0.964169,0,387,67,4
2763_13045,13045,0.159216,0,358,66,4
3813_14864,14864,0.899823,0,375,65,4
1472_26664,26664,0.000000,0,663,115,4
1068_25093,25093,0.000000,0,1101,186,4
742_23391,23391,0.119282,0,527,91,4
168_21520,21520,0.216994,0,517,90,4
1196_26268,26268,0.000000,0,531,87,4
694_22949,22949,0.000000,0,500,88,4
1695_1968,1968,0.771404,0,368,66,4
1140_25735,25735,0.000000,0,540,91,4
4449_16284,16284,0.971783,0,446,82,4
3765_14769,14769,0.000000,0,479,93,4
3729_14707,14707,0.000000,0,421,73,4
3591_14430,14430,0.745194,0,584,97,4
1148_25802,25802,0.000000,0,614,97,4
742_23389,23389,0.523382,0,481,77,4
192_21753,21753,0.000000,0,425,78,4
4527_16505,16505,0.000000,0,428,77,4
1215_1142,1142,0.930587,0,583,98,4
798_23781,23781,0.202319,0,652,117,4
1407_1563,1563,0.000000,0,587,93,4
1504_26932,26932,0.000000,0,1166,207,4
112_21006,21006,0.060945,0,867,143,4
479_22088,22088,0.160691,0,515,92,4
3777_14796,14796,0.440362,0,539,83,4
2709_12924,12924,0.975543,0,623,100,4
176_21588,21588,0.068138,0,785,139,4
1743_27962,27962,0.765727,0,606,99,4
1317_1373,1373,0.836015,0,647,113,4
1124_25626,25626,0.053785,0,488,80,4
4239_15773,15773,0.673801,0,428,72,4
2397_12444,12444,0.340642,0,782,134,4
136_21214,21214,0.704488,0,506,84,4
3621_14479,14479,0.897569,0,518,91,4
1749_11074,11074,0.000000,1,0,0,0
3669_14588,14588,0.228736,0,431,76,4
879_24411,24411,0.025283,0,533,95,4
3159_13677,13677,0.956066,0,437,81,4
3219_13781,13781,0.000000,0,404,75,4
2349_12347,12347,0.972823,0,554,87,4
3645_14525,14525,0.000000,0,468,81,4
3363_13968,13968,0.914892,0,440,79,4
4419_16192,16192,0.884544,0,576,100,4
4269_15832,15832,0.950986,0,485,84,4
1281_1289,1289,0.989047,0,560,98,4
1731_11039,11039,0.868703,0,433,80,4
1212_26405,26405,0.078424,0,564,88,4
1377_1498,1498,0.963727,0,525,92,4
128_21157,21157,0.068583,0,812,135,4
1204_26333,26333,0.313087,0,463,78,4
3405_14059,14059,0.000000,0,593,103,4
1727_27811,27811,0.064827,0,612,105,4
750_23486,23486,0.174418,0,701,117,4
3381_14003,14003,0.918601,0,525,92,4
2547_12672,12672,0.875337,0,475,81,4
1977_11561,11561,0.000000,0,744,128,4
1743_27960,27960,0.572093,0,465,79,4
1528_27173,27173,0.025144,0,621,106,4
1703_27588,27588,0.000000,0,420,71,4
2325_12293,12293,0.000000,1,0,0,0
2337_12314,12314,0.985950,0,409,68,4
184_21664,21664,0.067076,0,429,74,4
471_22006,22006,0.000000,0,722,127,4
1407_1561,1561,0.432803,0,699,116,4
463_21944,21944,0.000000,0,367,55,4
4101_15473,15473,0.000000,1,0,0,0
1464_26599,26599,0.016264,0,594,102,4
3375_13991,13991,0.880490,0,526,91,4
1052_24947,24947,0.526867,0,779,130,4
463_21950,21950,0.018945,0,574,96,4
176_21582,21582,0.028528,0,656,119,4
2055_11713,11713,0.854608,0,430,75,4
718_23160,23160,0.000000,0,512,87,4
2715_12943,12943,0.000000,0,468,83,4
152_21368,21368,0.000000,0,541,92,4
3747_14733,14733,0.987897,0,478,85,4
1707_1992,1992,0.948689,0,784,136,4
3975_15197,15197,0.017014,0,818,137,4
3489_14232,14232,0.980385,0,804,140,4
1036_24793,24793,0.772503,0,452,78,4
1196_26258,26258,0.071962,0,531,87,4
1687_27463,27463,0.002907,0,656,108,4
3687_14623,14623,0.716343,0,515,86,4
1148_25798,25798,0.887041,0,629,108,4
855_24233,24233,0.086674,0,504,87,4
1108_25486,25486,0.135802,0,508,92,4
1472_26668,26668,0.000000,1,0,0,0
2283_12205,12205,0.846070,0,584,106,4
1188_26191,26191,0.104232,0,477,78,4
1188_26187,26187,0.550195,0,534,91,4
3603_14451,14451,0.238527,0,1206,206,4
1536_27258,27258,0.050192,0,686,106,4
1491_1705,1705,0.000000,0,505,94,4
903_24603,24603,0.040862,0,565,101,4
2247_12110,12110,0.409117,0,373,67,4
48_2439,2439,0.000000,1,0,0,0
3357_13956,13956,0.822317,0,414,77,4
887_24480,24480,0.012385,0,544,96,4
88_2795,2795,0.159452,0,482,86,4
2949_13317,13317,0.924716,0,432,71,4
814_23898,23898,0.005823,0,702,122,4
3423_14095,14095,0.869953,0,472,89,4
1148_25804,25804,0.005838,0,469,76,4
1365_1474,1474,0.971600,0,545,97,4
1052_24953,24953,0.122217,0,499,87,4
903_24601,24601,0.926067,0,466,82,4
200_21813,21813,0.501427,0,546,96,4
527_22526,22526,0.907917,0,634,111,4
4119_15522,15522,0.964233,0,847,149,4
136_21218,21218,0.065971,0,965,160,4
1665_1929,1929,0.940155,0,798,130,4
734_23295,23295,0.961976,0,394,66,4
2007_11624,11624,0.000000,0,535,95,4
1335_1409,1409,0.213235,0,548,95,4
527_22528,22528,0.000000,1,0,0,0
208_21878,21878,0.076459,0,654,111,4
871_24352,24352,0.191823,0,628,98,4
686_22892,22892,0.464993,0,564,95,4
863_24289,24289,0.000000,0,466,75,4
2331_12304,12304,0.000290,0,524,90,4
839_24091,24091,0.393761,0,589,97,4
766_23575,23575,0.148774,0,509,88,4
2391_12433,12433,0.946058,0,460,75,4
3549_14346,14346,0.000000,1,0,0,0
192_21755,21755,0.000000,0,515,89,4
1569_1806,1806,0.932363,0,326,58,4
104_2940,2940,0.253394,0,395,68,4
1132_25685,25685,0.000000,1,0,0,0
144_21293,21293,0.000000,0,653,105,4
16_2140,2140,0.000000,0,481,83,4
1116_25556,25556,0.000000,0,622,101,4
4089_15443,15443,0.046270,0,424,73,4
64_2570,2570,0.000000,1,0,0,0
1887_11372,11372,0.981013,0,432,76,4
1220_26468,26468,0.000000,0,531,94,4
3543_14334,14334,0.892289,0,811,139,4
2001_11612,11612,0.000000,1,0,0,0
1395_1534,1534,0.950853,0,530,98,4
1124_25624,25624,0.707027,0,687,115,4
1100_25395,25395,0.273169,0,524,90,4
3315_13899,13899,0.963861,0,527,92,4
3453_14155,14155,0.933301,0,424,69,4
4023_15301,15301,0.396130,0,460,77,4
2799_13111,13111,0.932192,0,616,103,4
3693_14640,14640,0.000000,1,0,0,0
782_23695,23695,0.072541,0,582,107,4
2433_12516,12516,0.000000,1,0,0,0
1719_27735,27735,0.000000,0,492,90,4
4503_16444,16444,0.000000,0,485,86,4
1164_25954,25954,0.976929,0,484,89,4
4665_16813,16813,0.053428,0,494,75,4
1857_11302,11302,0.761238,0,942,159,4
96_2870,2870,0.000000,0,416,69,4
3477_14202,14202,0.000000,0,665,110,4
2139_11895,11895,0.000000,0,508,84,4
4671_16828,16828,0.000000,0,539,95,4
742_23397,23397,0.000000,0,481,77,4
1100_25393,25393,0.981467,0,499,84,4
3027_13411,13411,0.483605,0,427,69,4
1536_27256,27256,0.134931,0,536,91,4
112_2996,2996,0.000000,0,867,143,4
2133_11876,11876,0.944717,0,399,69,4
2583_12710,12710,0.883890,0,699,122,4
4707_16889,16889,0.000000,0,523,91,4
1245_1217,1217,0.000000,1,0,0,0
2313_12267,12267,0.000000,1,0,0,0
2895_13244,13244,0.000000,1,0,0,0
1060_25013,25013,0.000000,0,497,87,4
16_2146,2146,0.000000,0,481,83,4
3003_13377,13377,0.985131,0,440,79,4
1124_25630,25630,0.000000,1,0,0,0
678_22831,22831,0.302890,0,1156,202,4
4113_15509,15509,0.000000,1,0,0,0
1100_25389,25389,0.000000,0,503,83,4
4425_16212,16212,0.000000,1,0,0,0
4305_15919,15919,0.000000,0,357,64,4
4479_16367,16367,0.026820,0,423,72,4
2913_13267,13267,0.000000,0,650,110,4
24_2206,2206,0.000000,0,465,80,4
1512_26994,26994,0.682934,0,458,80,4
2739_13002,13002,0.959871,0,556,92,4
847_24167,24167,0.012308,0,704,119,4
1947_11495,11495,0.000000,0,490,82,4
2805_13122,13122,0.954558,0,487,79,4
4245_15785,15785,0.893258,0,520,91,4
1743_11063,11063,0.000000,1,0,0,0
