image_id,ann_id,bbox_iou,reasoning_fail,reasoning_len_chars,reasoning_len_words,pred_bboxes_count
128_21163,21163,0.000000,0,567,93,4
40_2347,2347,0.000000,0,563,86,4
4407_16144,16144,0.941558,0,453,81,4
871_24350,24350,0.000000,0,446,78,4
887_24482,24482,0.255335,0,435,76,4
96_2872,2872,0.075166,0,537,91,4
1551_1782,1782,0.964816,0,527,87,4
463_21948,21948,0.000778,0,510,83,4
1593_1848,1848,0.000000,0,560,91,4
2409_12468,12468,0.000000,0,378,64,4
1204_26331,26331,0.013281,0,605,106,4
1196_26270,26270,0.077478,0,498,77,4
96_2874,2874,0.079421,0,537,91,4
4485_16386,16386,0.000000,0,541,88,4
686_22888,22888,0.559938,0,421,68,4
4107_15492,15492,0.660317,0,305,53,4
40_2345,2345,0.000000,0,378,63,4
2541_12664,12664,0.934783,0,701,104,4
2235_12074,12074,0.973004,0,398,67,4
2205_12016,12016,0.973683,0,570,96,4
2097_11796,11796,0.891558,0,576,97,4
4215_15726,15726,0.460879,0,482,79,4
2679_12864,12864,0.973751,0,376,68,4
176_21580,21580,0.409833,0,463,84,4
1552_27361,27361,0.062299,0,682,117,4
4389_16083,16083,0.757798,0,553,101,4
1353_1454,1454,0.937167,0,386,70,4
3963_15178,15178,0.868858,0,572,101,4
32_2275,2275,0.062027,0,425,78,4
4617_16736,16736,0.078926,0,571,102,4
1431_1624,1624,0.000000,0,426,76,4
766_23571,23571,0.017209,0,399,74,4
2745_13014,13014,0.961155,0,443,77,4
702_23010,23010,0.036663,0,602,98,4
4287_15874,15874,0.913828,0,578,101,4
823_23956,23956,0.039174,0,530,86,4
1512_27002,27002,0.079298,0,549,96,4
3663_14577,14577,0.545809,0,471,84,4
1293_1313,1313,0.126462,0,393,72,4
3681_14611,14611,0.001012,0,339,63,4
2907_13256,13256,0.926150,0,577,93,4
686_22890,22890,0.000000,0,491,90,4
887_24474,24474,0.228408,0,732,116,4
4557_16591,16591,0.947648,0,456,80,4
200_21815,21815,0.155868,0,460,79,4
3237_13805,13805,0.530984,0,426,76,4
3009_13392,13392,0.985732,0,571,97,4
1959_11519,11519,0.000000,0,533,84,4
2115_11830,11830,0.988034,0,299,56,4
1711_27663,27663,0.058340,0,498,81,4
2937_13305,13305,0.883159,0,467,81,4
1735_27880,27880,0.867987,0,480,78,4
1028_24698,24698,0.000000,0,544,86,4
3483_14215,14215,0.000000,0,434,71,4
463_21938,21938,0.000000,0,489,79,4
56_2500,2500,0.000000,0,421,69,4
16_2142,2142,0.000000,0,403,66,4
4395_16105,16105,0.000000,0,364,64,4
718_23166,23166,0.203447,0,452,80,4
3213_13769,13769,0.009901,0,336,57,4
702_23008,23008,0.000000,0,579,91,4
1719_27737,27737,0.275069,0,347,60,4
1036_24795,24795,0.000000,0,395,65,4
3879_15015,15015,0.980272,0,526,91,4
1851_11290,11290,0.521886,0,474,84,4
3891_15043,15043,0.962801,0,599,91,4
0_20,20,0.168948,0,255,44,4
176_21578,21578,0.152701,0,569,90,4
4449_16286,16286,0.750706,0,538,89,4
831_24013,24013,0.000000,0,442,77,4
4275_15844,15844,0.000000,0,548,93,4
168_21516,21516,0.000000,0,381,62,4
1899_11405,11405,0.888325,0,357,62,4
4695_16871,16871,0.960508,0,578,90,4
1488_26800,26800,0.071172,0,464,74,4
88_2793,2793,0.820596,0,590,99,4
96_2868,2868,0.388490,0,641,106,4
3561_14370,14370,0.832097,0,390,67,4
1791_11173,11173,0.771458,0,454,82,4
1536_27254,27254,0.000000,0,542,88,4
4401_16125,16125,0.366613,0,445,80,4
3471_14190,14190,0.821288,0,599,104,4
3075_13496,13496,0.921910,0,568,91,4
2289_12220,12220,0.000000,0,339,61,4
40_2353,2353,0.000000,0,383,67,4
2067_11737,11737,0.985616,0,560,95,4
104_2942,2942,0.000000,0,549,89,4
3921_15113,15113,0.421053,0,413,71,4
24_2204,2204,0.986210,0,624,103,4
2709_12926,12926,0.000000,0,591,99,4
2073_11748,11748,0.978724,0,407,74,4
3909_15090,15090,0.062931,0,409,74,4
519_22436,22436,0.099982,0,409,66,4
2127_11857,11857,0.770333,0,601,97,4
1544_27311,27311,0.000000,0,461,78,4
3465_14179,14179,0.960032,0,424,75,4
3135_13632,13632,0.409123,0,528,93,4
1156_25885,25885,0.120552,0,451,78,4
4251_15797,15797,0.981999,0,567,92,4
3771_14785,14785,0.000000,0,487,86,4
3795_14817,14817,0.946415,0,478,82,4
3639_14514,14514,0.839912,0,448,72,4
1389_1522,1522,0.937181,0,495,88,4
4077_15419,15419,0.905457,0,524,86,4
3057_13460,13460,0.815461,0,449,80,4
1520_27075,27075,0.000000,0,382,67,4
1575_1815,1815,0.844146,0,394,66,4
168_21514,21514,0.693979,0,678,107,4
40_2343,2343,0.211084,0,541,85,4
519_22444,22444,0.144341,0,394,64,4
1528_27169,27169,0.100521,0,464,77,4
3195_13746,13746,0.908080,0,342,57,4
2697_12900,12900,0.946528,0,468,82,4
1727_27805,27805,0.000000,0,427,67,4
1509_1722,1722,0.508851,0,523,94,4
1845_11278,11278,0.870766,0,494,87,4
742_23395,23395,0.089454,0,392,64,4
3267_13833,13833,0.970123,0,549,89,4
3651_14542,14542,0.718266,0,533,89,4
2505_12613,12613,0.911400,0,533,83,4
4035_15336,15336,0.112366,0,317,58,4
463_21942,21942,0.000000,0,481,85,4
1036_24799,24799,0.000000,0,432,76,4
3417_14083,14083,0.747995,0,456,83,4
1092_25310,25310,0.053559,0,464,77,4
1212_26407,26407,0.000000,0,376,67,4
4443_16267,16267,0.066519,0,360,64,4
32_2271,2271,0.000000,0,454,83,4
1180_26096,26096,0.090247,0,734,121,4
3699_14659,14659,0.970109,0,552,84,4
750_23488,23488,0.000000,0,555,97,4
3837_14931,14931,0.947403,0,419,74,4
88_2799,2799,0.162093,0,455,75,4
2175_11960,11960,0.852995,0,349,63,4
3903_15078,15078,0.634818,0,522,92,4
4593_16690,16690,0.960169,0,528,88,4
80_2729,2729,0.213127,0,437,74,4
718_23158,23158,0.669845,0,449,74,4
2253_12129,12129,0.051418,0,416,74,4
702_23004,23004,0.000000,0,443,73,4
479_22086,22086,0.195009,0,608,100,4
4407_16146,16146,0.001105,0,359,65,4
4713_16900,16900,0.937813,0,428,72,4
823_23952,23952,0.551646,0,503,81,4
1923_11450,11450,0.000000,0,344,61,4
160_21449,21449,0.039489,0,526,82,4
1204_26327,26327,0.886151,0,486,78,4
3567_14382,14382,0.736884,0,459,80,4
152_21376,21376,0.667440,0,426,71,4
734_23305,23305,0.038565,0,606,95,4
3939_15146,15146,0.000000,0,411,76,4
1437_1632,1632,0.979523,0,467,81,4
2661_12828,12828,0.045497,0,427,70,4
1028_24696,24696,0.000000,0,531,84,4
2259_12142,12142,0.966757,0,496,80,4
3489_14234,14234,0.000000,0,521,85,4
80_2733,2733,0.043581,0,390,63,4
1773_11125,11125,0.000000,0,470,75,4
3579_14406,14406,0.000000,0,804,146,4
895_24544,24544,0.392755,0,453,77,4
814_23900,23900,0.241513,0,495,84,4
1060_25015,25015,0.000000,0,486,77,4
1124_25628,25628,0.569992,0,548,95,4
2835_13178,13178,0.792741,0,458,75,4
4329_15967,15967,0.090820,0,571,105,4
495_22218,22218,0.143790,0,454,76,4
1060_25011,25011,0.960780,0,413,66,4
1347_1438,1438,0.081794,0,566,101,4
1173_155,155,0.788148,0,436,72,4
1527_1758,1758,0.105486,0,470,84,4
4179_15645,15645,0.000000,0,511,82,4
1711_27671,27671,0.000000,0,591,101,4
96_2876,2876,0.207775,0,687,117,4
1076_25169,25169,0.000000,0,428,72,4
2367_12386,12386,0.049271,0,583,103,4
710_23072,23072,0.260538,0,539,86,4
1520_27077,27077,0.025606,0,381,62,4
1461_1664,1664,0.511510,0,517,90,4
1911_11428,11428,0.725349,0,474,82,4
734_23299,23299,0.000000,0,379,63,4
1419_1599,1599,0.000000,0,490,80,4
855_24231,24231,0.000000,0,359,63,4
40_2351,2351,0.000000,0,541,85,4
2373_12398,12398,0.896468,0,422,73,4
734_23297,23297,0.000000,0,381,63,4
4677_16841,16841,0.000000,0,491,79,4
2223_12055,12055,0.473043,0,592,99,4
3435_14119,14119,0.943145,0,498,77,4
750_23482,23482,0.391843,0,385,68,4
184_21658,21658,0.042100,0,558,96,4
1472_26666,26666,0.059546,0,516,86,4
2961_13328,13328,0.716314,0,424,72,4
4137_15558,15558,0.745866,0,404,69,4
3123_13603,13603,0.000000,0,464,75,4
1863_11314,11314,0.000000,0,415,72,4
1735_27882,27882,0.000000,0,532,93,4
2217_12043,12043,0.935393,0,408,72,4
4371_16048,16048,0.670000,0,566,100,4
4671_16826,16826,0.000000,0,481,76,4
3705_14671,14671,0.000000,0,419,74,4
3951_15169,15169,0.019144,0,522,98,4
176_21584,21584,0.000000,0,685,112,4
1472_26662,26662,0.759006,0,567,91,4
471_22010,22010,0.026658,0,415,71,4
1703_27592,27592,0.000000,0,308,54,4
208_21880,21880,0.052674,0,521,84,4
863_24291,24291,0.139327,0,407,66,4
1228_26532,26532,0.118447,0,381,62,4
1689_1960,1960,0.572923,0,652,115,4
1196_26264,26264,0.000000,0,507,79,4
2637_12766,12766,0.285202,0,323,59,4
2181_11971,11971,0.000000,0,418,70,4
1464_26597,26597,0.000000,0,484,79,4
686_22894,22894,0.163893,0,440,69,4
527_22530,22530,0.065371,0,391,64,4
1263_1253,1253,0.338635,0,413,71,4
463_21946,21946,0.000000,0,447,75,4
40_2349,2349,0.064451,0,580,90,4
1188_26183,26183,0.333374,0,484,81,4
847_24165,24165,0.000000,1,0,0,0
1779_11144,11144,0.000000,0,434,71,4
3495_14251,14251,0.811709,0,418,69,4
1711_27669,27669,0.000000,0,503,81,4
4095_15455,15455,0.889863,0,611,104,4
1647_1908,1908,0.898640,0,482,79,4
4353_16012,16012,0.641416,0,373,66,4
551_22699,22699,0.047403,0,558,96,4
1156_25881,25881,0.347632,0,502,86,4
1269_1265,1265,0.594872,0,422,75,4
4527_16507,16507,0.978261,0,428,73,4
176_21576,21576,0.000000,0,429,73,4
831_24017,24017,0.000000,0,469,84,4
2061_11725,11725,0.986074,0,511,90,4
503_22289,22289,0.009841,0,502,84,4
3627_14492,14492,0.937357,0,438,76,4
3831_14919,14919,0.168175,0,477,88,4
1719_27729,27729,0.676086,0,347,60,4
40_2341,2341,0.436490,0,436,69,4
120_21094,21094,0.000000,0,413,72,4
2265_12154,12154,0.930854,0,447,75,4
551_22701,22701,0.004310,0,557,93,4
551_22707,22707,0.249812,0,698,113,4
120_21086,21086,0.774262,0,417,70,4
1881_11354,11354,0.689360,0,524,94,4
782_23693,23693,0.015585,0,422,70,4
1512_26998,26998,0.001058,0,549,96,4
1761_11097,11097,0.924951,0,422,73,4
168_21518,21518,0.000000,0,388,63,4
184_21662,21662,0.003589,0,366,64,4
4017_15286,15286,0.785225,0,375,68,4
1092_25306,25306,0.330277,0,549,88,4
1305_1337,1337,0.986523,0,429,78,4
734_23301,23301,0.000000,0,532,86,4
855_24229,24229,0.000000,0,359,63,4
3513_14286,14286,0.865989,0,436,75,4
3525_14299,14299,0.862766,0,405,66,4
559_22769,22769,0.116003,0,706,121,4
1520_27071,27071,0.000000,0,385,63,4
2163_11936,11936,0.960118,0,422,76,4
2763_13045,13045,0.159216,0,422,73,4
3813_14864,14864,0.899823,0,428,78,4
1472_26664,26664,0.000000,0,507,87,4
1068_25093,25093,0.000000,0,282,48,4
742_23391,23391,0.118937,0,436,73,4
168_21520,21520,0.216994,0,535,89,4
1196_26268,26268,0.000000,0,490,79,4
694_22949,22949,0.000000,0,524,94,4
1695_1968,1968,0.814449,0,531,88,4
1140_25735,25735,0.000000,0,425,70,4
4449_16284,16284,0.971783,0,461,86,4
3765_14769,14769,0.000000,0,402,72,4
3729_14707,14707,0.000000,0,362,65,4
3591_14430,14430,0.745194,0,528,90,4
1148_25802,25802,0.000000,0,526,92,4
742_23389,23389,0.521630,0,472,73,4
192_21753,21753,0.000000,0,417,73,4
4527_16505,16505,0.000000,0,422,76,4
1215_1142,1142,0.924934,0,479,80,4
798_23781,23781,0.202319,0,438,74,4
1407_1563,1563,0.000000,0,490,80,4
1504_26932,26932,0.000000,0,562,96,4
112_21006,21006,0.064675,0,551,87,4
479_22088,22088,0.160099,0,444,73,4
3777_14796,14796,0.440362,0,473,83,4
2709_12924,12924,0.975543,0,551,89,4
176_21588,21588,0.068771,0,569,90,4
1743_27962,27962,0.765727,0,422,74,4
1317_1373,1373,0.859237,0,435,72,4
1124_25626,25626,0.053893,0,548,95,4
4239_15773,15773,0.673801,0,499,81,4
2397_12444,12444,0.340642,0,360,62,4
136_21214,21214,0.699057,0,589,99,4
3621_14479,14479,0.867521,0,445,74,4
1749_11074,11074,0.909866,0,329,58,4
3669_14588,14588,0.228736,0,394,68,4
879_24411,24411,0.025374,0,591,102,4
3159_13677,13677,0.956066,0,410,75,4
3219_13781,13781,0.000000,0,464,79,4
2349_12347,12347,0.972823,0,514,81,4
3645_14525,14525,0.000000,0,383,66,4
3363_13968,13968,0.913352,0,400,72,4
4419_16192,16192,0.886546,0,460,79,4
4269_15832,15832,0.942787,0,455,75,4
1281_1289,1289,0.993711,0,383,69,4
1731_11039,11039,0.854113,0,294,54,4
1212_26405,26405,0.079794,0,646,101,4
1377_1498,1498,0.968550,0,394,72,4
128_21157,21157,0.068583,0,527,86,4
1204_26333,26333,0.313087,0,580,94,4
3405_14059,14059,0.000000,0,543,95,4
1727_27811,27811,0.064827,0,484,80,4
750_23486,23486,0.201980,0,555,97,4
3381_14003,14003,0.918601,0,476,87,4
2547_12672,12672,0.875337,0,430,74,4
1977_11561,11561,0.000000,0,519,85,4
1743_27960,27960,0.570733,0,461,73,4
1528_27173,27173,0.025144,0,540,93,4
1703_27588,27588,0.000000,0,437,72,4
2325_12293,12293,0.000000,0,410,73,4
2337_12314,12314,0.985950,0,554,90,4
184_21664,21664,0.064961,0,490,80,4
471_22006,22006,0.000000,0,415,71,4
1407_1561,1561,0.434660,0,498,85,4
463_21944,21944,0.000000,0,544,87,4
4101_15473,15473,0.000000,0,584,97,4
1464_26599,26599,0.016343,0,478,76,4
3375_13991,13991,0.956876,0,555,95,4
1052_24947,24947,0.524506,0,522,84,4
463_21950,21950,0.020033,0,448,73,4
176_21582,21582,0.028326,0,583,92,4
2055_11713,11713,0.854608,0,396,69,4
718_23160,23160,0.000000,0,459,84,4
2715_12943,12943,0.000000,0,522,91,4
152_21368,21368,0.000000,0,430,70,4
3747_14733,14733,0.987897,0,410,72,4
1707_1992,1992,0.939901,0,453,80,4
3975_15197,15197,0.017014,0,627,109,4
3489_14232,14232,0.971432,0,513,85,4
1036_24793,24793,0.737734,0,511,86,4
1196_26258,26258,0.071962,0,490,79,4
1687_27463,27463,0.040233,0,617,102,4
3687_14623,14623,0.721084,0,504,77,4
1148_25798,25798,0.881215,0,468,77,4
855_24233,24233,0.085589,0,359,63,4
1108_25486,25486,0.134959,0,423,74,4
1472_26668,26668,0.326578,0,567,91,4
2283_12205,12205,0.846267,0,434,79,4
1188_26191,26191,0.104232,0,443,70,4
1188_26187,26187,0.521445,0,512,82,4
3603_14451,14451,0.343222,0,501,82,4
1536_27258,27258,0.050192,0,440,73,4
1491_1705,1705,0.000000,0,373,66,4
903_24603,24603,0.040862,0,346,60,4
2247_12110,12110,0.409117,0,396,67,4
48_2439,2439,0.000000,0,501,85,4
3357_13956,13956,0.822317,0,404,73,4
887_24480,24480,0.012991,0,356,61,4
88_2795,2795,0.159452,0,615,104,4
2949_13317,13317,0.910038,0,499,81,4
814_23898,23898,0.005823,0,410,71,4
3423_14095,14095,0.869953,0,450,79,4
1148_25804,25804,0.005838,0,546,89,4
1365_1474,1474,0.976490,0,529,94,4
1052_24953,24953,0.122280,0,919,145,4
903_24601,24601,0.931488,0,592,103,4
200_21813,21813,0.501427,0,498,86,4
527_22526,22526,0.907917,0,433,79,4
4119_15522,15522,0.961799,0,477,82,4
136_21218,21218,0.065839,0,607,99,4
1665_1929,1929,0.940155,0,594,88,4
734_23295,23295,0.961976,0,426,69,4
2007_11624,11624,0.000000,0,481,79,4
1335_1409,1409,0.213235,0,413,71,4
527_22528,22528,0.000000,0,381,62,4
208_21878,21878,0.076459,0,452,73,4
871_24352,24352,0.191823,0,566,94,4
686_22892,22892,0.471574,0,440,69,4
863_24289,24289,0.000000,0,482,78,4
2331_12304,12304,0.000290,0,414,69,4
839_24091,24091,0.392868,0,480,82,4
766_23575,23575,0.149254,0,578,98,4
2391_12433,12433,0.946058,0,432,73,4
3549_14346,14346,0.860827,0,459,79,4
192_21755,21755,0.000000,0,499,87,4
1569_1806,1806,0.932363,0,562,93,4
104_2940,2940,0.252824,0,483,83,4
1132_25685,25685,0.000000,0,419,69,4
144_21293,21293,0.000000,0,556,86,4
16_2140,2140,0.000000,0,381,62,4
1116_25556,25556,0.000000,0,574,93,4
4089_15443,15443,0.044824,0,679,112,4
64_2570,2570,0.000000,0,603,95,4
1887_11372,11372,0.013900,0,397,72,4
1220_26468,26468,0.000000,0,550,93,4
3543_14334,14334,0.882567,0,472,80,4
2001_11612,11612,0.090637,0,421,72,4
1395_1534,1534,0.959421,0,358,67,4
1124_25624,25624,0.704549,0,440,72,4
1100_25395,25395,0.277864,0,386,63,4
3315_13899,13899,0.961427,0,415,73,4
3453_14155,14155,0.933301,0,467,76,4
4023_15301,15301,0.396130,0,403,67,4
2799_13111,13111,0.926768,0,386,69,4
3693_14640,14640,0.862683,0,468,77,4
782_23695,23695,0.072541,0,561,97,4
2433_12516,12516,0.911536,0,480,84,4
1719_27735,27735,0.000000,0,347,60,4
4503_16444,16444,0.000000,0,389,69,4
1164_25954,25954,0.976929,0,817,135,4
4665_16813,16813,0.053791,0,488,80,4
1857_11302,11302,0.761238,0,434,73,4
96_2870,2870,0.000000,0,537,91,4
3477_14202,14202,0.000000,0,748,126,4
2139_11895,11895,0.000000,0,560,92,4
4671_16828,16828,0.000000,0,394,66,4
742_23397,23397,0.000000,0,472,73,4
1100_25393,25393,0.978586,0,365,60,4
3027_13411,13411,0.478559,0,521,90,4
1536_27256,27256,0.134931,0,392,64,4
112_2996,2996,0.000000,0,551,87,4
2133_11876,11876,0.940356,0,530,89,4
2583_12710,12710,0.894412,0,491,83,4
4707_16889,16889,0.000000,0,422,68,4
1245_1217,1217,0.989133,0,426,76,4
2313_12267,12267,0.978748,0,560,92,4
2895_13244,13244,0.884536,0,619,104,4
1060_25013,25013,0.000000,0,580,102,4
16_2146,2146,0.000000,0,381,62,4
3003_13377,13377,0.981707,0,388,64,4
1124_25630,25630,0.012018,0,489,82,4
678_22831,22831,0.302890,0,363,59,4
4113_15509,15509,0.000000,0,541,89,4
1100_25389,25389,0.000000,0,394,64,4
4425_16212,16212,0.681931,0,373,67,4
4305_15919,15919,0.000000,0,476,86,4
4479_16367,16367,0.028039,0,379,68,4
2913_13267,13267,0.000000,0,456,75,4
24_2206,2206,0.000000,0,391,69,4
1512_26994,26994,0.676238,0,549,96,4
2739_13002,13002,0.959871,0,451,78,4
847_24167,24167,0.012261,0,612,99,4
1947_11495,11495,0.000000,0,532,86,4
2805_13122,13122,0.954558,0,528,88,4
4245_15785,15785,0.864653,0,464,79,4
1743_11063,11063,0.990196,0,435,76,4
